param-n abstract-fast-conj-real abstract-fast-conj-sys abstract-fast-conj-user close-abstract-real close-abstract-sys close-abstract-user fast-conj-real fast-conj-sys fast-conj-user pose-build-and-refine-real pose-build-and-refine-sys pose-build-and-refine-user refine-real refine-sys refine-user
247 0.056 0. 0.056 0.021 0. 0.021 0.034 0. 0.034 0.034 0. 0.034 0.002 0. 0.002
248 0.062 0. 0.062 0.029 0. 0.029 0.032 0. 0.032 0.032 0. 0.032 0.002 0. 0.002
249 0.056 0. 0.056 0.023 0. 0.023 0.032 0. 0.032 0.032 0. 0.032 0.002 0. 0.002
250 0.059 0. 0.059 0.023 0. 0.023 0.035 0. 0.035 0.035 0. 0.035 0.002 0. 0.002
251 0.058 0. 0.058 0.023 0. 0.023 0.034 0. 0.034 0.033 0. 0.033 0.003 0. 0.003
252 0.057 0. 0.057 0.023 0. 0.023 0.033 0. 0.033 0.033 0. 0.033 0.002 0. 0.002
253 0.058 0. 0.058 0.024 0. 0.024 0.033 0. 0.033 0.033 0. 0.033 0.002 0. 0.002
254 0.06 0. 0.06 0.024 0. 0.024 0.035 0. 0.035 0.035 0. 0.035 0.002 0. 0.002
255 0.061 0. 0.061 0.023 0. 0.023 0.038 0. 0.038 0.038 0. 0.038 0.002 0. 0.002
256 0.059 0. 0.059 0.025 0. 0.025 0.034 0. 0.034 0.034 0. 0.034 0.002 0. 0.002
257 0.062 0. 0.062 0.024 0. 0.024 0.037 0. 0.037 0.037 0. 0.037 0.002 0. 0.002
258 0.061 0. 0.061 0.024 0. 0.024 0.036 0. 0.036 0.036 0. 0.036 0.002 0. 0.002
259 0.063 0.003 0.059 0.023 0. 0.023 0.04 0.003 0.036 0.04 0.003 0.036 0.002 0. 0.002
260 0.065 0. 0.065 0.023 0. 0.023 0.041 0. 0.041 0.041 0. 0.041 0.002 0. 0.002
261 0.065 0.003 0.061 0.023 0. 0.023 0.041 0.003 0.037 0.041 0.003 0.037 0.002 0. 0.002
262 0.065 0.004 0.061 0.024 0. 0.024 0.041 0.004 0.037 0.041 0.004 0.037 0.002 0. 0.002
263 0.065 0. 0.065 0.024 0. 0.024 0.04 0. 0.04 0.04 0. 0.04 0.002 0. 0.002
264 0.065 0. 0.065 0.024 0. 0.024 0.041 0. 0.041 0.041 0. 0.041 0.002 0. 0.002
265 0.067 0. 0.067 0.024 0. 0.024 0.042 0. 0.042 0.042 0. 0.042 0.002 0. 0.002
266 0.065 0. 0.065 0.024 0. 0.024 0.04 0. 0.04 0.04 0. 0.04 0.002 0. 0.002
267 0.067 0. 0.067 0.025 0. 0.025 0.041 0. 0.041 0.041 0. 0.041 0.002 0. 0.002
268 0.068 0.003 0.064 0.025 0. 0.025 0.043 0.003 0.039 0.043 0.003 0.039 0.002 0. 0.002
269 0.068 0.003 0.064 0.025 0. 0.025 0.042 0.003 0.038 0.042 0.003 0.038 0.002 0. 0.002
270 0.07 0. 0.07 0.025 0. 0.025 0.044 0. 0.044 0.044 0. 0.044 0.002 0. 0.002
271 0.07 0.003 0.066 0.026 0.003 0.022 0.044 0. 0.044 0.043 0. 0.043 0.002 0. 0.002
272 0.07 0.004 0.066 0.026 0. 0.026 0.043 0.004 0.039 0.043 0.004 0.039 0.002 0. 0.002
273 0.069 0. 0.069 0.027 0. 0.027 0.042 0. 0.042 0.042 0. 0.042 0.002 0. 0.002
274 0.083 0.004 0.079 0.027 0. 0.027 0.055 0.003 0.051 0.055 0.003 0.051 0.002 0. 0.002
275 0.078 0.003 0.074 0.027 0. 0.027 0.05 0.003 0.046 0.05 0.003 0.046 0.002 0. 0.002
276 0.078 0. 0.078 0.027 0. 0.027 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
277 0.081 0. 0.081 0.028 0. 0.028 0.052 0. 0.052 0.052 0. 0.052 0.002 0. 0.002
278 0.08 0. 0.08 0.028 0. 0.028 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
279 0.083 0. 0.083 0.028 0. 0.028 0.054 0. 0.054 0.054 0. 0.054 0.002 0. 0.002
280 0.081 0. 0.081 0.028 0. 0.028 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
281 0.081 0.003 0.077 0.029 0. 0.029 0.051 0.003 0.047 0.051 0.003 0.047 0.002 0. 0.002
282 0.082 0. 0.082 0.029 0. 0.029 0.053 0. 0.053 0.053 0. 0.053 0.002 0. 0.002
283 0.084 0. 0.084 0.029 0. 0.029 0.054 0. 0.054 0.054 0. 0.054 0.002 0. 0.002
284 0.087 0. 0.087 0.029 0. 0.029 0.057 0. 0.057 0.057 0. 0.057 0.002 0. 0.002
285 0.081 0. 0.081 0.03 0. 0.03 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
286 0.084 0. 0.084 0.03 0. 0.03 0.054 0. 0.054 0.054 0. 0.054 0.002 0. 0.002
287 0.084 0.003 0.08 0.03 0. 0.03 0.053 0.003 0.049 0.053 0.003 0.049 0.002 0. 0.002
288 0.081 0. 0.081 0.03 0. 0.03 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
289 0.08 0. 0.08 0.03 0. 0.03 0.049 0. 0.049 0.049 0. 0.049 0.002 0. 0.002
290 0.079 0.003 0.075 0.03 0.003 0.027 0.048 0. 0.048 0.048 0. 0.048 0.002 0. 0.002
291 0.081 0. 0.081 0.03 0. 0.03 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
292 0.081 0. 0.081 0.031 0. 0.031 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
293 0.083 0. 0.083 0.031 0. 0.031 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
294 0.082 0. 0.082 0.031 0. 0.031 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
295 0.091 0. 0.091 0.04 0. 0.04 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
296 0.086 0. 0.086 0.032 0. 0.032 0.054 0. 0.054 0.054 0. 0.054 0.002 0. 0.002
297 0.084 0. 0.084 0.032 0. 0.032 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
298 0.086 0.003 0.082 0.032 0. 0.032 0.052 0.003 0.048 0.052 0.003 0.048 0.002 0. 0.002
299 0.085 0. 0.085 0.032 0. 0.032 0.052 0. 0.052 0.052 0. 0.052 0.002 0. 0.002
300 0.085 0. 0.085 0.033 0. 0.033 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
305 0.087 0. 0.087 0.034 0. 0.034 0.052 0. 0.052 0.052 0. 0.052 0.002 0. 0.002
310 0.09 0. 0.09 0.035 0. 0.035 0.054 0. 0.054 0.054 0. 0.054 0.002 0. 0.002
315 0.094 0. 0.094 0.037 0. 0.037 0.056 0. 0.056 0.056 0. 0.056 0.002 0. 0.002
320 0.097 0. 0.097 0.039 0. 0.039 0.058 0. 0.058 0.057 0. 0.057 0.002 0. 0.002
325 0.109 0. 0.109 0.041 0. 0.041 0.068 0. 0.068 0.068 0. 0.068 0.002 0. 0.002
330 0.111 0. 0.111 0.042 0. 0.042 0.068 0. 0.068 0.068 0. 0.068 0.002 0. 0.002
335 0.112 0. 0.112 0.044 0. 0.044 0.067 0. 0.067 0.067 0. 0.067 0.002 0. 0.002
340 0.118 0. 0.118 0.046 0. 0.046 0.071 0. 0.071 0.071 0. 0.071 0.002 0. 0.002
345 0.122 0. 0.122 0.048 0. 0.048 0.073 0. 0.073 0.073 0. 0.073 0.002 0. 0.002
350 0.124 0. 0.124 0.049 0. 0.049 0.074 0. 0.074 0.074 0. 0.074 0.002 0. 0.002
355 0.129 0.001 0.127 0.051 0. 0.051 0.077 0.001 0.075 0.077 0.001 0.075 0.003 0. 0.003
360 0.13 0. 0.13 0.053 0. 0.053 0.076 0. 0.076 0.076 0. 0.076 0.003 0. 0.003
365 0.131 0. 0.131 0.054 0. 0.054 0.076 0. 0.076 0.076 0. 0.076 0.003 0. 0.003
370 0.129 0. 0.129 0.056 0. 0.056 0.072 0. 0.072 0.072 0. 0.072 0.003 0. 0.003
375 0.131 0.004 0.127 0.058 0.002 0.055 0.072 0.001 0.071 0.072 0.001 0.071 0.003 0. 0.003
380 0.136 0. 0.136 0.061 0. 0.061 0.074 0. 0.074 0.074 0. 0.074 0.003 0. 0.003
385 0.138 0. 0.138 0.063 0. 0.063 0.074 0. 0.074 0.074 0. 0.074 0.003 0. 0.003
390 0.142 0. 0.142 0.065 0. 0.065 0.076 0. 0.076 0.076 0. 0.076 0.003 0. 0.003
395 0.146 0. 0.146 0.067 0. 0.067 0.078 0. 0.078 0.078 0. 0.078 0.003 0. 0.003
400 0.15 0. 0.15 0.07 0. 0.07 0.079 0. 0.079 0.079 0. 0.079 0.003 0. 0.003
410 0.16 0. 0.16 0.075 0. 0.075 0.085 0. 0.085 0.085 0. 0.085 0.003 0. 0.003
420 0.169 0. 0.169 0.08 0. 0.08 0.088 0. 0.088 0.088 0. 0.088 0.003 0. 0.003
430 0.185 0. 0.185 0.086 0. 0.086 0.097 0. 0.097 0.097 0. 0.097 0.003 0. 0.003
440 0.204 0. 0.204 0.092 0. 0.092 0.111 0. 0.111 0.111 0. 0.111 0.003 0. 0.003
450 0.212 0. 0.212 0.098 0. 0.098 0.113 0. 0.113 0.113 0. 0.113 0.003 0. 0.003
460 0.222 0. 0.222 0.104 0. 0.104 0.118 0. 0.118 0.118 0. 0.118 0.004 0. 0.004
470 0.238 0. 0.238 0.116 0. 0.116 0.122 0. 0.122 0.122 0. 0.122 0.004 0. 0.004
480 0.237 0.007 0.229 0.117 0.003 0.113 0.119 0.003 0.115 0.119 0.003 0.115 0.004 0. 0.004
490 0.243 0.004 0.239 0.125 0. 0.125 0.117 0.004 0.113 0.117 0.004 0.113 0.004 0. 0.004
500 0.252 0.007 0.244 0.132 0. 0.132 0.119 0.007 0.111 0.119 0.007 0.111 0.004 0. 0.004
550 0.312 0.004 0.308 0.172 0. 0.172 0.139 0.004 0.135 0.139 0.004 0.135 0.005 0. 0.005
600 0.38 0. 0.38 0.221 0. 0.221 0.157 0. 0.157 0.157 0. 0.157 0.005 0. 0.005
650 0.48 0. 0.48 0.282 0. 0.282 0.197 0. 0.197 0.197 0. 0.197 0.006 0. 0.006
700 0.59 0. 0.59 0.353 0. 0.353 0.236 0. 0.236 0.236 0. 0.236 0.006 0. 0.006
750 0.695 0. 0.695 0.429 0. 0.429 0.266 0. 0.266 0.265 0. 0.265 0.007 0. 0.007
800 0.774 0. 0.774 0.525 0. 0.525 0.247 0. 0.247 0.247 0. 0.247 0.007 0. 0.007
850 0.911 0. 0.911 0.638 0. 0.638 0.272 0. 0.272 0.272 0. 0.272 0.008 0. 0.008
900 1.116 0. 1.116 0.769 0. 0.769 0.347 0. 0.347 0.347 0. 0.347 0.009 0. 0.009
950 1.284 0. 1.284 0.896 0. 0.896 0.387 0. 0.387 0.387 0. 0.387 0.009 0. 0.009
1000 1.405 0. 1.405 1.048 0. 1.048 0.357 0. 0.357 0.356 0. 0.356 0.009 0. 0.009
1100 1.94 0. 1.94 1.447 0. 1.447 0.492 0. 0.492 0.492 0. 0.492 0.011 0. 0.011
1200 2.427 0. 2.426 1.912 0. 1.911 0.514 0. 0.514 0.514 0. 0.514 0.012 0. 0.012
1300 3.362 0.003 3.358 2.583 0.003 2.579 0.778 0. 0.778 0.778 0. 0.778 0.013 0. 0.013
1400 3.909 0. 3.909 3.289 0. 3.289 0.619 0. 0.619 0.619 0. 0.619 0.014 0. 0.014
1500 5.088 0.011 5.076 4.199 0.007 4.191 0.888 0.003 0.884 0.888 0.003 0.884 0.015 0. 0.015
1600 6.254 0.031 6.222 5.368 0.007 5.36 0.886 0.024 0.862 0.885 0.024 0.861 0.017 0. 0.017
1700 7.739 0. 7.739 6.646 0. 6.646 1.092 0. 1.092 1.092 0. 1.092 0.018 0. 0.018
1800 9.638 0.015 9.622 8.361 0.015 8.345 1.276 0. 1.276 1.276 0. 1.276 0.018 0. 0.018
1900 11.695 0.012 11.683 10.296 0. 10.296 1.398 0.012 1.386 1.398 0.012 1.386 0.021 0. 0.021
