param-n abstract-fast-conj-real abstract-fast-conj-sys abstract-fast-conj-user close-abstract-real close-abstract-sys close-abstract-user fast-conj-real fast-conj-sys fast-conj-user pose-build-and-refine-real pose-build-and-refine-sys pose-build-and-refine-user refine-real refine-sys refine-user
247 0.055 0. 0.055 0.021 0. 0.021 0.033 0. 0.033 0.033 0. 0.033 0.002 0. 0.002
248 0.061 0. 0.061 0.027 0. 0.027 0.033 0. 0.033 0.033 0. 0.033 0.002 0. 0.002
249 0.054 0. 0.054 0.022 0. 0.022 0.031 0. 0.031 0.031 0. 0.031 0.002 0. 0.002
250 0.057 0. 0.057 0.022 0. 0.022 0.034 0. 0.034 0.034 0. 0.034 0.002 0. 0.002
251 0.055 0. 0.055 0.022 0. 0.022 0.032 0. 0.032 0.032 0. 0.032 0.003 0. 0.003
252 0.057 0. 0.057 0.023 0. 0.023 0.033 0. 0.033 0.033 0. 0.033 0.002 0. 0.002
253 0.057 0. 0.057 0.023 0. 0.023 0.034 0. 0.034 0.034 0. 0.034 0.002 0. 0.002
254 0.058 0. 0.058 0.023 0. 0.023 0.034 0. 0.034 0.034 0. 0.034 0.002 0. 0.002
255 0.059 0. 0.059 0.022 0. 0.022 0.036 0. 0.036 0.036 0. 0.036 0.002 0. 0.002
256 0.059 0. 0.059 0.024 0. 0.024 0.035 0. 0.035 0.034 0. 0.034 0.002 0. 0.002
257 0.061 0. 0.061 0.023 0. 0.023 0.036 0. 0.036 0.036 0. 0.036 0.002 0. 0.002
258 0.059 0. 0.059 0.023 0. 0.023 0.035 0. 0.035 0.035 0. 0.035 0.002 0. 0.002
259 0.062 0. 0.062 0.023 0. 0.023 0.039 0. 0.039 0.039 0. 0.039 0.002 0. 0.002
260 0.063 0. 0.063 0.023 0. 0.023 0.039 0. 0.039 0.039 0. 0.039 0.002 0. 0.002
261 0.064 0. 0.064 0.023 0. 0.023 0.04 0. 0.04 0.04 0. 0.04 0.002 0. 0.002
262 0.063 0. 0.063 0.023 0. 0.023 0.039 0. 0.039 0.039 0. 0.039 0.002 0. 0.002
263 0.064 0. 0.064 0.024 0. 0.024 0.04 0. 0.04 0.04 0. 0.04 0.002 0. 0.002
264 0.065 0. 0.065 0.024 0. 0.024 0.041 0. 0.041 0.04 0. 0.04 0.002 0. 0.002
265 0.067 0. 0.067 0.024 0. 0.024 0.043 0. 0.043 0.043 0. 0.043 0.002 0. 0.002
266 0.066 0. 0.066 0.024 0. 0.024 0.041 0. 0.041 0.041 0. 0.041 0.002 0. 0.002
267 0.069 0. 0.069 0.025 0. 0.025 0.044 0. 0.044 0.044 0. 0.044 0.002 0. 0.002
268 0.067 0. 0.067 0.025 0. 0.025 0.041 0. 0.041 0.041 0. 0.041 0.002 0. 0.002
269 0.068 0.004 0.064 0.025 0. 0.025 0.042 0.003 0.038 0.042 0.003 0.038 0.002 0. 0.002
270 0.07 0.002 0.068 0.025 0. 0.025 0.044 0.002 0.042 0.044 0.002 0.042 0.002 0. 0.002
271 0.069 0. 0.069 0.026 0. 0.026 0.043 0. 0.043 0.043 0. 0.043 0.002 0. 0.002
272 0.069 0.003 0.065 0.026 0. 0.026 0.043 0.003 0.039 0.043 0.003 0.039 0.002 0. 0.002
273 0.069 0. 0.069 0.026 0. 0.026 0.041 0. 0.041 0.041 0. 0.041 0.002 0. 0.002
274 0.081 0. 0.081 0.027 0. 0.027 0.053 0. 0.053 0.053 0. 0.053 0.002 0. 0.002
275 0.077 0. 0.077 0.027 0. 0.027 0.049 0. 0.049 0.049 0. 0.049 0.002 0. 0.002
276 0.078 0. 0.078 0.027 0. 0.027 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
277 0.079 0.002 0.077 0.027 0. 0.027 0.051 0.001 0.049 0.051 0.001 0.049 0.002 0. 0.002
278 0.08 0. 0.08 0.027 0. 0.027 0.052 0. 0.052 0.052 0. 0.052 0.002 0. 0.002
279 0.08 0. 0.08 0.028 0. 0.028 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
280 0.079 0. 0.079 0.028 0. 0.028 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
281 0.079 0.003 0.075 0.028 0. 0.028 0.051 0.003 0.047 0.051 0.003 0.047 0.002 0. 0.002
282 0.081 0. 0.081 0.029 0. 0.029 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
283 0.083 0. 0.083 0.029 0. 0.029 0.053 0. 0.053 0.053 0. 0.053 0.002 0. 0.002
284 0.085 0. 0.085 0.029 0. 0.029 0.056 0. 0.056 0.056 0. 0.056 0.002 0. 0.002
285 0.078 0.003 0.075 0.029 0. 0.029 0.048 0.003 0.044 0.048 0.003 0.044 0.002 0. 0.002
286 0.083 0. 0.083 0.029 0. 0.029 0.053 0. 0.053 0.053 0. 0.053 0.002 0. 0.002
287 0.081 0. 0.081 0.03 0. 0.03 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
288 0.077 0. 0.077 0.03 0. 0.03 0.047 0. 0.047 0.047 0. 0.047 0.002 0. 0.002
289 0.08 0. 0.08 0.03 0. 0.03 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
290 0.08 0. 0.08 0.03 0. 0.03 0.049 0. 0.049 0.049 0. 0.049 0.002 0. 0.002
291 0.079 0.003 0.075 0.031 0. 0.031 0.048 0.003 0.044 0.048 0.003 0.044 0.002 0. 0.002
292 0.08 0. 0.08 0.031 0. 0.031 0.049 0. 0.049 0.049 0. 0.049 0.002 0. 0.002
293 0.081 0. 0.081 0.031 0. 0.031 0.049 0. 0.049 0.049 0. 0.049 0.002 0. 0.002
294 0.083 0. 0.083 0.031 0. 0.031 0.051 0. 0.051 0.051 0. 0.051 0.002 0. 0.002
295 0.091 0. 0.091 0.04 0. 0.04 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
296 0.086 0.003 0.082 0.032 0. 0.032 0.054 0.003 0.05 0.054 0.003 0.05 0.002 0. 0.002
297 0.083 0. 0.083 0.032 0. 0.032 0.05 0. 0.05 0.05 0. 0.05 0.002 0. 0.002
298 0.085 0. 0.085 0.032 0. 0.032 0.052 0. 0.052 0.052 0. 0.052 0.002 0. 0.002
299 0.084 0.004 0.08 0.032 0. 0.032 0.051 0.003 0.047 0.051 0.003 0.047 0.002 0. 0.002
300 0.083 0. 0.083 0.033 0. 0.033 0.049 0. 0.049 0.049 0. 0.049 0.002 0. 0.002
305 0.088 0. 0.088 0.034 0. 0.034 0.053 0. 0.053 0.053 0. 0.053 0.002 0. 0.002
310 0.089 0. 0.089 0.035 0. 0.035 0.053 0. 0.053 0.053 0. 0.053 0.002 0. 0.002
315 0.091 0. 0.091 0.037 0. 0.037 0.053 0. 0.053 0.053 0. 0.053 0.002 0. 0.002
320 0.095 0. 0.095 0.039 0. 0.039 0.055 0. 0.055 0.055 0. 0.055 0.002 0. 0.002
325 0.108 0. 0.108 0.041 0. 0.041 0.067 0. 0.067 0.067 0. 0.067 0.002 0. 0.002
330 0.111 0. 0.111 0.042 0. 0.042 0.068 0. 0.068 0.068 0. 0.068 0.002 0. 0.002
335 0.112 0. 0.112 0.044 0. 0.044 0.068 0. 0.068 0.068 0. 0.068 0.002 0. 0.002
340 0.115 0. 0.115 0.046 0. 0.046 0.068 0. 0.068 0.068 0. 0.068 0.002 0. 0.002
345 0.119 0. 0.119 0.047 0. 0.047 0.071 0. 0.071 0.07 0. 0.07 0.002 0. 0.002
350 0.122 0. 0.122 0.049 0. 0.049 0.072 0. 0.072 0.072 0. 0.072 0.002 0. 0.002
355 0.127 0. 0.127 0.051 0. 0.051 0.075 0. 0.075 0.075 0. 0.075 0.002 0. 0.002
360 0.128 0. 0.128 0.053 0. 0.053 0.074 0. 0.074 0.074 0. 0.074 0.003 0. 0.003
365 0.127 0. 0.127 0.054 0. 0.054 0.072 0. 0.072 0.072 0. 0.072 0.003 0. 0.003
370 0.127 0. 0.127 0.057 0. 0.057 0.07 0. 0.07 0.07 0. 0.07 0.003 0. 0.003
375 0.13 0. 0.13 0.059 0. 0.059 0.071 0. 0.071 0.071 0. 0.071 0.003 0. 0.003
380 0.137 0. 0.137 0.061 0. 0.061 0.075 0. 0.075 0.075 0. 0.075 0.003 0. 0.003
385 0.138 0. 0.138 0.062 0. 0.062 0.074 0. 0.074 0.074 0. 0.074 0.003 0. 0.003
390 0.14 0. 0.14 0.065 0. 0.065 0.075 0. 0.075 0.075 0. 0.075 0.003 0. 0.003
395 0.145 0. 0.145 0.067 0. 0.067 0.077 0. 0.077 0.077 0. 0.077 0.003 0. 0.003
400 0.149 0. 0.149 0.07 0. 0.07 0.078 0. 0.078 0.078 0. 0.078 0.003 0. 0.003
410 0.159 0. 0.159 0.075 0. 0.075 0.083 0. 0.083 0.083 0. 0.083 0.003 0. 0.003
420 0.165 0. 0.165 0.079 0. 0.079 0.085 0. 0.085 0.085 0. 0.085 0.003 0. 0.003
430 0.182 0. 0.182 0.086 0. 0.086 0.095 0. 0.095 0.095 0. 0.095 0.003 0. 0.003
440 0.205 0. 0.205 0.092 0. 0.092 0.112 0. 0.112 0.112 0. 0.112 0.003 0. 0.003
450 0.212 0. 0.212 0.098 0. 0.098 0.113 0. 0.113 0.113 0. 0.113 0.003 0. 0.003
460 0.222 0. 0.222 0.105 0. 0.105 0.116 0. 0.116 0.116 0. 0.116 0.004 0. 0.004
470 0.237 0. 0.237 0.115 0. 0.115 0.121 0. 0.121 0.121 0. 0.121 0.004 0. 0.004
480 0.235 0. 0.236 0.117 0. 0.117 0.118 0. 0.118 0.118 0. 0.118 0.004 0. 0.004
490 0.238 0.003 0.234 0.124 0. 0.124 0.113 0.003 0.109 0.113 0.003 0.109 0.004 0. 0.004
500 0.247 0.007 0.239 0.131 0. 0.131 0.115 0.007 0.107 0.115 0.007 0.107 0.004 0. 0.004
550 0.31 0. 0.31 0.171 0. 0.171 0.138 0. 0.138 0.138 0. 0.138 0.004 0. 0.004
600 0.383 0. 0.383 0.227 0. 0.227 0.155 0. 0.155 0.155 0. 0.155 0.005 0. 0.005
650 0.491 0. 0.491 0.288 0. 0.288 0.203 0. 0.203 0.202 0. 0.202 0.006 0. 0.006
700 0.59 0. 0.59 0.354 0. 0.354 0.236 0. 0.236 0.236 0. 0.236 0.006 0. 0.006
750 0.698 0. 0.698 0.434 0. 0.434 0.263 0. 0.263 0.263 0. 0.263 0.007 0. 0.007
800 0.78 0. 0.78 0.532 0. 0.532 0.248 0. 0.248 0.248 0. 0.248 0.008 0. 0.008
850 0.917 0. 0.917 0.649 0. 0.649 0.267 0. 0.267 0.267 0. 0.267 0.008 0. 0.008
900 1.129 0. 1.129 0.776 0. 0.776 0.353 0. 0.353 0.353 0. 0.353 0.008 0. 0.008
950 1.29 0. 1.29 0.902 0. 0.902 0.387 0. 0.387 0.387 0. 0.387 0.009 0. 0.009
1000 1.414 0. 1.414 1.053 0. 1.053 0.36 0. 0.36 0.36 0. 0.36 0.009 0. 0.009
1100 1.946 0. 1.946 1.465 0. 1.465 0.48 0. 0.48 0.48 0. 0.48 0.011 0. 0.011
1200 2.417 0. 2.417 1.905 0. 1.905 0.511 0. 0.511 0.511 0. 0.511 0.012 0. 0.012
1300 3.207 0. 3.207 2.572 0. 2.572 0.633 0. 0.633 0.633 0. 0.633 0.013 0. 0.013
1400 3.95 0. 3.95 3.314 0. 3.314 0.635 0. 0.635 0.635 0. 0.635 0.014 0. 0.014
1500 5.144 0.015 5.128 4.249 0.012 4.236 0.894 0.003 0.89 0.894 0.003 0.89 0.015 0. 0.015
1600 6.389 0.019 6.369 5.435 0.003 5.431 0.953 0.015 0.937 0.953 0.015 0.937 0.017 0. 0.017
1700 7.959 0. 7.959 6.76 0. 6.76 1.197 0. 1.197 1.197 0. 1.197 0.018 0. 0.018
1800 9.816 0.015 9.8 8.437 0.015 8.42 1.378 0. 1.378 1.378 0. 1.378 0.018 0. 0.018
1900 11.551 0.004 11.548 10.371 0. 10.371 1.179 0.004 1.175 1.179 0.004 1.175 0.02 0. 0.02
