param-n autorewrite-noop-regression-linear-real autorewrite-noop-regression-linear-sys autorewrite-noop-regression-linear-user rewrite?-noop-regression-linear-real rewrite?-noop-regression-linear-sys rewrite?-noop-regression-linear-user ssr-rewrite?-noop-regression-linear-real ssr-rewrite?-noop-regression-linear-sys ssr-rewrite?-noop-regression-linear-user
425 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
426 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
427 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
428 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
429 0.009 0.003 0.005 0.008 0. 0.008 0. 0. 0.
430 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
431 0.008 0. 0.008 0.009 0. 0.009 0. 0. 0.
432 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
433 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
434 0.008 0. 0.009 0.009 0. 0.009 0. 0. 0.
435 0.008 0. 0.008 0.009 0. 0.009 0. 0. 0.
436 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
437 0.008 0. 0.008 0.008 0. 0.008 0. 0. 0.
438 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
439 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
440 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
441 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
442 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
443 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
444 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
445 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
446 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
447 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
448 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
449 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
450 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
451 0.01 0. 0.01 0.009 0. 0.009 0. 0. 0.
452 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
453 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
454 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
455 0.01 0. 0.01 0.009 0. 0.009 0. 0. 0.
456 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
457 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
458 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
459 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
460 0.009 0. 0.009 0.009 0. 0.009 0. 0. 0.
461 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
462 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
463 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
464 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
465 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
466 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
467 0.009 0. 0.009 0.01 0. 0.01 0. 0. 0.
468 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
469 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
470 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
471 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
472 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
473 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
474 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
475 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
476 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
477 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
478 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
479 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
480 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
481 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
482 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
483 0.011 0.003 0.007 0.01 0. 0.01 0. 0. 0.
484 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
485 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
486 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
487 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
488 0.01 0. 0.01 0.011 0. 0.011 0. 0. 0.
489 0.01 0. 0.01 0.01 0. 0.01 0. 0. 0.
490 0.01 0. 0.01 0.011 0. 0.011 0. 0. 0.
491 0.01 0.003 0.006 0.01 0. 0.01 0. 0. 0.
492 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
493 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
494 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
495 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
496 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
497 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
498 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
499 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
500 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
501 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
502 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
503 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
504 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
505 0.012 0. 0.012 0.011 0. 0.011 0. 0. 0.
506 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
507 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
508 0.011 0. 0.011 0.012 0. 0.012 0. 0. 0.
509 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
510 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
511 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
512 0.012 0. 0.012 0.011 0. 0.011 0. 0. 0.
513 0.011 0.001 0.01 0.011 0. 0.011 0. 0. 0.
514 0.011 0. 0.011 0.011 0. 0.011 0. 0. 0.
515 0.011 0. 0.011 0.012 0. 0.012 0. 0. 0.
516 0.011 0. 0.011 0.012 0. 0.012 0. 0. 0.
517 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
518 0.011 0. 0.011 0.012 0. 0.012 0. 0. 0.
519 0.012 0. 0.012 0.011 0. 0.011 0. 0. 0.
520 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
521 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
522 0.011 0. 0.011 0.012 0. 0.012 0. 0. 0.
523 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
524 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
525 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
526 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
527 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
528 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
529 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
530 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
531 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
532 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
533 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
534 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
535 0.012 0. 0.012 0.013 0. 0.013 0. 0. 0.
536 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
537 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
538 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
539 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
540 0.012 0. 0.012 0.013 0. 0.013 0. 0. 0.
541 0.012 0. 0.012 0.012 0. 0.012 0. 0. 0.
542 0.013 0.003 0.009 0.013 0. 0.013 0. 0. 0.
543 0.012 0. 0.012 0.013 0. 0.013 0. 0. 0.
544 0.012 0. 0.012 0.013 0. 0.013 0. 0. 0.
545 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
546 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
547 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
548 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
549 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
550 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
551 0.012 0. 0.012 0.013 0. 0.013 0. 0. 0.
552 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
553 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
554 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
555 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
556 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
557 0.013 0. 0.013 0.014 0. 0.014 0. 0. 0.
558 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
559 0.013 0. 0.013 0.013 0. 0.013 0. 0. 0.
560 0.013 0. 0.013 0.014 0. 0.014 0. 0. 0.
561 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
562 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
563 0.013 0. 0.013 0.014 0. 0.014 0.001 0. 0.001
564 0.013 0. 0.013 0.014 0. 0.014 0.001 0. 0.001
565 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
566 0.013 0. 0.013 0.014 0. 0.014 0.001 0. 0.001
567 0.013 0. 0.013 0.014 0. 0.014 0.001 0. 0.001
568 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
569 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
570 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
571 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
572 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
573 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
574 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
575 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
576 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
577 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
578 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
579 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
580 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
581 0.015 0. 0.015 0.014 0. 0.014 0.001 0. 0.001
582 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
583 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
584 0.015 0. 0.015 0.014 0. 0.014 0.001 0. 0.001
585 0.014 0. 0.014 0.015 0. 0.015 0.001 0. 0.001
586 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
587 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
588 0.014 0. 0.014 0.015 0. 0.015 0.001 0. 0.001
589 0.014 0. 0.014 0.015 0. 0.015 0.001 0. 0.001
590 0.014 0. 0.014 0.015 0. 0.015 0.001 0. 0.001
591 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
592 0.014 0. 0.014 0.015 0. 0.015 0.001 0. 0.001
593 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
594 0.014 0. 0.014 0.015 0. 0.015 0.001 0. 0.001
595 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
596 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
597 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
598 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
599 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
600 0.015 0. 0.015 0.016 0. 0.016 0.001 0. 0.001
601 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
602 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
603 0.015 0. 0.015 0.016 0. 0.016 0.001 0. 0.001
604 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
605 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
606 0.016 0. 0.016 0.015 0. 0.015 0.001 0. 0.001
607 0.015 0. 0.015 0.016 0. 0.016 0.001 0. 0.001
608 0.015 0. 0.015 0.016 0. 0.016 0.001 0. 0.001
609 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
610 0.016 0. 0.016 0.015 0. 0.015 0.001 0. 0.001
611 0.015 0. 0.015 0.016 0. 0.016 0.001 0. 0.001
612 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
613 0.016 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
614 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
615 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
616 0.015 0. 0.015 0.016 0. 0.016 0.001 0. 0.001
617 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
618 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
619 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
620 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
621 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
622 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
623 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
624 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
625 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
626 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
627 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
628 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
629 0.016 0. 0.016 0.017 0. 0.017 0.001 0. 0.001
630 0.016 0. 0.016 0.017 0. 0.017 0.001 0. 0.001
631 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
632 0.017 0. 0.017 0.016 0. 0.016 0.001 0. 0.001
633 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
634 0.016 0. 0.016 0.017 0. 0.017 0.001 0. 0.001
635 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
636 0.017 0. 0.017 0.016 0. 0.016 0.001 0. 0.001
637 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
638 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
639 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
640 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
641 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
642 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
643 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
644 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
645 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
646 0.017 0. 0.017 0.018 0. 0.018 0.001 0. 0.001
647 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
648 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
649 0.018 0. 0.018 0.017 0. 0.017 0.001 0. 0.001
650 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
651 0.017 0. 0.017 0.018 0. 0.018 0.001 0. 0.001
652 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
653 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
654 0.017 0. 0.017 0.018 0. 0.018 0.001 0. 0.001
655 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
656 0.018 0. 0.018 0.017 0. 0.017 0.001 0. 0.001
657 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
658 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
659 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
660 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
661 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
662 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
663 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
664 0.018 0. 0.018 0.019 0. 0.019 0.001 0. 0.001
665 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
666 0.018 0. 0.018 0.019 0. 0.019 0.001 0. 0.001
667 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
668 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
669 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
670 0.019 0. 0.019 0.018 0. 0.018 0.001 0. 0.001
671 0.019 0. 0.019 0.018 0. 0.018 0.001 0. 0.001
672 0.018 0. 0.018 0.019 0. 0.019 0.001 0. 0.001
673 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
674 0.018 0. 0.018 0.019 0. 0.019 0.001 0. 0.001
675 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
676 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
677 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
678 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
679 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
680 0.02 0. 0.02 0.019 0. 0.019 0.001 0. 0.001
681 0.019 0. 0.019 0.02 0. 0.02 0.001 0. 0.001
682 0.019 0. 0.019 0.02 0. 0.02 0.001 0. 0.001
683 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
684 0.019 0. 0.019 0.02 0. 0.02 0.001 0. 0.001
685 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
686 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
687 0.019 0. 0.019 0.02 0. 0.02 0.001 0. 0.001
688 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
689 0.02 0. 0.02 0.019 0. 0.019 0.001 0. 0.001
690 0.02 0. 0.02 0.019 0. 0.019 0.001 0. 0.001
691 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
692 0.02 0. 0.02 0.019 0. 0.019 0.001 0. 0.001
693 0.019 0. 0.019 0.02 0. 0.02 0.001 0. 0.001
694 0.019 0. 0.019 0.02 0. 0.02 0.001 0. 0.001
695 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
696 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
697 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
698 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
699 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
700 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
701 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
702 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
703 0.021 0. 0.021 0.02 0. 0.02 0.001 0. 0.001
704 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
705 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
706 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
707 0.021 0. 0.021 0.02 0. 0.02 0.001 0. 0.001
708 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
709 0.021 0. 0.021 0.02 0. 0.02 0.001 0. 0.001
710 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
711 0.02 0. 0.02 0.021 0.003 0.017 0.001 0. 0.001
712 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
713 0.02 0. 0.02 0.021 0. 0.021 0.001 0. 0.001
714 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
715 0.02 0. 0.02 0.021 0. 0.021 0.001 0. 0.001
716 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
717 0.02 0. 0.02 0.021 0. 0.021 0.001 0. 0.001
718 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
719 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
720 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
721 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
722 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
723 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
724 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
725 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
726 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
727 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
728 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
729 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
730 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
731 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
732 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
733 0.021 0. 0.021 0.022 0. 0.022 0.001 0. 0.001
734 0.022 0. 0.022 0.023 0. 0.023 0.001 0. 0.001
735 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
736 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
737 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
738 0.022 0. 0.022 0.023 0. 0.023 0.001 0. 0.001
739 0.022 0. 0.022 0.023 0. 0.023 0.001 0. 0.001
740 0.022 0. 0.022 0.023 0. 0.023 0.001 0. 0.001
741 0.022 0. 0.022 0.023 0. 0.023 0.001 0. 0.001
742 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
743 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
744 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
745 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
746 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
747 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
748 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
749 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
750 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
751 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
752 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
753 0.023 0. 0.023 0.024 0. 0.024 0.001 0. 0.001
754 0.023 0. 0.023 0.024 0. 0.024 0.001 0. 0.001
755 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
756 0.023 0. 0.023 0.024 0. 0.024 0.001 0. 0.001
757 0.023 0. 0.023 0.024 0. 0.024 0.001 0. 0.001
758 0.023 0. 0.023 0.024 0. 0.024 0.001 0. 0.001
759 0.023 0. 0.023 0.024 0. 0.024 0.001 0. 0.001
760 0.025 0. 0.025 0.024 0. 0.024 0.001 0. 0.001
761 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
762 0.024 0. 0.024 0.023 0. 0.023 0.001 0. 0.001
763 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
764 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
765 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
766 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
767 0.024 0. 0.024 0.025 0. 0.025 0.001 0. 0.001
768 0.024 0. 0.024 0.025 0. 0.025 0.001 0. 0.001
769 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
770 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
771 0.024 0. 0.024 0.025 0. 0.025 0.001 0. 0.001
772 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
773 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
774 0.025 0. 0.025 0.024 0. 0.024 0.001 0. 0.001
775 0.025 0. 0.025 0.024 0. 0.024 0.001 0. 0.001
776 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
777 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
778 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
779 0.024 0. 0.024 0.025 0. 0.025 0.001 0. 0.001
780 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
781 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
782 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
783 0.026 0. 0.026 0.025 0. 0.025 0.001 0. 0.001
784 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
785 0.025 0. 0.025 0.026 0. 0.026 0.001 0. 0.001
786 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
787 0.025 0. 0.025 0.026 0. 0.026 0.001 0. 0.001
788 0.026 0. 0.026 0.025 0. 0.025 0.001 0. 0.001
789 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
790 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
791 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
792 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
793 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
794 0.025 0. 0.025 0.026 0. 0.026 0.001 0. 0.001
795 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
796 0.026 0. 0.026 0.025 0. 0.025 0.001 0. 0.001
797 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
798 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
799 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
800 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
801 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
802 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
803 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
804 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
805 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
806 0.026 0. 0.026 0.027 0. 0.027 0.001 0. 0.001
807 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
808 0.027 0. 0.027 0.026 0. 0.026 0.001 0. 0.001
809 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
810 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
811 0.026 0. 0.026 0.028 0. 0.028 0.001 0. 0.001
812 0.028 0. 0.028 0.028 0. 0.028 0.001 0. 0.001
813 0.027 0. 0.027 0.026 0. 0.026 0.001 0. 0.001
814 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
815 0.027 0. 0.027 0.028 0. 0.028 0.001 0. 0.001
816 0.027 0. 0.027 0.028 0. 0.028 0.001 0. 0.001
817 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
818 0.027 0. 0.027 0.027 0. 0.027 0.001 0. 0.001
819 0.027 0. 0.027 0.028 0. 0.028 0.001 0. 0.001
820 0.028 0. 0.028 0.029 0. 0.029 0.001 0. 0.001
821 0.028 0. 0.028 0.027 0. 0.027 0.001 0. 0.001
822 0.028 0. 0.028 0.028 0. 0.028 0.001 0. 0.001
823 0.028 0. 0.028 0.028 0. 0.028 0.001 0. 0.001
824 0.027 0. 0.027 0.028 0. 0.028 0.001 0. 0.001
825 0.028 0. 0.028 0.028 0. 0.028 0.001 0. 0.001
826 0.028 0.003 0.024 0.028 0. 0.028 0.001 0. 0.001
