Params: a-n= 1100 , fact-n= 9
Tactic call unify-beta-iota-slow ran for 0.023 secs (0.023u,0.s) (success)
Params: a-n= 16000 , fact-n= 9
Tactic call beta-iota-slow ran for 0.019 secs (0.019u,0.s)
Tactic call unify-beta-iota-slow ran for 0.024 secs (0.024u,0.s) (success)
Params: a-n= 16100 , fact-n= 9
Tactic call beta-iota-slow ran for 0.019 secs (0.019u,0.s)
Tactic call unify-beta-iota-slow ran for 0.023 secs (0.023u,0.s) (success)
Params: a-n= 16200 , fact-n= 9
Tactic call beta-iota-slow ran for 0.019 secs (0.019u,0.s)
Tactic call unify-beta-iota-slow ran for 0.023 secs (0.023u,0.s) (success)
Params: a-n= 16300 , fact-n= 9
Tactic call beta-iota-slow ran for 0.019 secs (0.019u,0.s)
Tactic call unify-beta-iota-slow ran for 0.026 secs (0.026u,0.s) (success)
Params: a-n= 16400 , fact-n= 9
Tactic call beta-iota-slow ran for 0.019 secs (0.019u,0.s)
Tactic call unify-beta-iota-slow ran for 0.026 secs (0.026u,0.s) (success)
Params: a-n= 16500 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.025 secs (0.025u,0.s) (success)
Params: a-n= 16600 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.025 secs (0.025u,0.s) (success)
Params: a-n= 16700 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.024 secs (0.024u,0.s) (success)
Params: a-n= 16800 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.025 secs (0.025u,0.s) (success)
Params: a-n= 16900 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.025 secs (0.025u,0.s) (success)
Params: a-n= 17000 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.025 secs (0.025u,0.s) (success)
Params: a-n= 17100 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.025 secs (0.025u,0.s) (success)
Params: a-n= 17200 , fact-n= 9
Tactic call beta-iota-slow ran for 0.021 secs (0.021u,0.s)
Tactic call unify-beta-iota-slow ran for 0.025 secs (0.025u,0.s) (success)
Params: a-n= 17300 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.028 secs (0.028u,0.s) (success)
Params: a-n= 17400 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.027 secs (0.027u,0.s) (success)
Params: a-n= 17500 , fact-n= 9
Tactic call beta-iota-slow ran for 0.02 secs (0.02u,0.s)
Tactic call unify-beta-iota-slow ran for 0.026 secs (0.026u,0.s) (success)
Params: a-n= 17600 , fact-n= 9
Tactic call beta-iota-slow ran for 0.021 secs (0.021u,0.s)
Tactic call unify-beta-iota-slow ran for 0.026 secs (0.026u,0.s) (success)
Params: a-n= 17700 , fact-n= 9
Tactic call beta-iota-slow ran for 0.021 secs (0.021u,0.s)
Tactic call unify-beta-iota-slow ran for 0.026 secs (0.022u,0.003s) (success)
Params: a-n= 17800 , fact-n= 9
Tactic call beta-iota-slow ran for 0.021 secs (0.021u,0.s)
Tactic call unify-beta-iota-slow ran for 0.028 secs (0.028u,0.s) (success)
Params: a-n= 17900 , fact-n= 9
Tactic call beta-iota-slow ran for 0.021 secs (0.021u,0.s)
Tactic call unify-beta-iota-slow ran for 0.027 secs (0.027u,0.s) (success)
Params: a-n= 18000 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.028 secs (0.028u,0.s) (success)
Params: a-n= 18100 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.029 secs (0.029u,0.s) (success)
Params: a-n= 18200 , fact-n= 9
Tactic call beta-iota-slow ran for 0.021 secs (0.021u,0.s)
Tactic call unify-beta-iota-slow ran for 0.026 secs (0.026u,0.s) (success)
Params: a-n= 18300 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.028 secs (0.028u,0.s) (success)
Params: a-n= 18400 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.028 secs (0.028u,0.s) (success)
Params: a-n= 18500 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.03 secs (0.03u,0.s) (success)
Params: a-n= 18600 , fact-n= 9
Tactic call beta-iota-slow ran for 0.023 secs (0.023u,0.s)
Tactic call unify-beta-iota-slow ran for 0.03 secs (0.03u,0.s) (success)
Params: a-n= 18700 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.027 secs (0.027u,0.s) (success)
Params: a-n= 18800 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.029 secs (0.029u,0.s) (success)
Params: a-n= 18900 , fact-n= 9
Tactic call beta-iota-slow ran for 0.023 secs (0.023u,0.s)
Tactic call unify-beta-iota-slow ran for 0.028 secs (0.028u,0.s) (success)
Params: a-n= 19000 , fact-n= 9
Tactic call beta-iota-slow ran for 0.022 secs (0.022u,0.s)
Tactic call unify-beta-iota-slow ran for 0.031 secs (0.031u,0.s) (success)
Params: a-n= 19100 , fact-n= 9
Tactic call beta-iota-slow ran for 0.023 secs (0.023u,0.s)
Tactic call unify-beta-iota-slow ran for 0.03 secs (0.03u,0.s) (success)
Params: a-n= 19200 , fact-n= 9
Tactic call beta-iota-slow ran for 0.023 secs (0.023u,0.s)
Tactic call unify-beta-iota-slow ran for 0.03 secs (0.03u,0.s) (success)
Params: a-n= 19300 , fact-n= 9
Tactic call beta-iota-slow ran for 0.024 secs (0.024u,0.s)
Tactic call unify-beta-iota-slow ran for 0.03 secs (0.03u,0.s) (success)
Params: a-n= 19400 , fact-n= 9
Tactic call beta-iota-slow ran for 0.025 secs (0.025u,0.s)
Tactic call unify-beta-iota-slow ran for 0.032 secs (0.032u,0.s) (success)
Params: a-n= 19500 , fact-n= 9
Tactic call beta-iota-slow ran for 0.024 secs (0.024u,0.s)
Tactic call unify-beta-iota-slow ran for 0.03 secs (0.03u,0.s) (success)
Params: a-n= 19600 , fact-n= 9
Tactic call beta-iota-slow ran for 0.023 secs (0.023u,0.s)
Tactic call unify-beta-iota-slow ran for 0.031 secs (0.031u,0.s) (success)
Params: a-n= 19700 , fact-n= 9
Tactic call beta-iota-slow ran for 0.025 secs (0.025u,0.s)
Tactic call unify-beta-iota-slow ran for 0.031 secs (0.031u,0.s) (success)
Params: a-n= 19800 , fact-n= 9
Tactic call beta-iota-slow ran for 0.024 secs (0.024u,0.s)
Tactic call unify-beta-iota-slow ran for 0.031 secs (0.031u,0.s) (success)
Params: a-n= 19900 , fact-n= 9
Tactic call beta-iota-slow ran for 0.024 secs (0.024u,0.s)
Tactic call unify-beta-iota-slow ran for 0.031 secs (0.031u,0.s) (success)
Params: a-n= 20000 , fact-n= 9
Tactic call beta-iota-slow ran for 0.025 secs (0.025u,0.s)
Tactic call unify-beta-iota-slow ran for 0.032 secs (0.032u,0.s) (success)
